"","weighted_mean.X1981_si.x_fbi_anom","weighted_mean.X1982_si.x_fbi_anom","weighted_mean.X1983_si.x_fbi_anom","weighted_mean.X1984_si.x_fbi_anom","weighted_mean.X1985_si.x_fbi_anom","weighted_mean.X1986_si.x_fbi_anom","weighted_mean.X1987_si.x_fbi_anom","weighted_mean.X1988_si.x_fbi_anom","weighted_mean.X1989_si.x_fbi_anom","weighted_mean.X1990_si.x_fbi_anom","weighted_mean.X1991_si.x_fbi_anom","weighted_mean.X1992_si.x_fbi_anom","weighted_mean.X1993_si.x_fbi_anom","weighted_mean.X1994_si.x_fbi_anom","weighted_mean.X1995_si.x_fbi_anom","weighted_mean.X1996_si.x_fbi_anom","weighted_mean.X1997_si.x_fbi_anom","weighted_mean.X1998_si.x_fbi_anom","weighted_mean.X1999_si.x_fbi_anom","weighted_mean.X2000_si.x_fbi_anom","weighted_mean.X2001_si.x_fbi_anom","weighted_mean.X2002_si.x_fbi_anom","weighted_mean.X2003_si.x_fbi_anom","weighted_mean.X2004_si.x_fbi_anom","weighted_mean.X2005_si.x_fbi_anom","weighted_mean.X2006_si.x_fbi_anom","weighted_mean.X2007_si.x_fbi_anom","weighted_mean.X2008_si.x_fbi_anom","weighted_mean.X2009_si.x_fbi_anom","weighted_mean.X2010_si.x_fbi_anom","weighted_mean.X2011_si.x_fbi_anom","weighted_mean.X2012_si.x_fbi_anom","weighted_mean.X2013_si.x_fbi_anom","weighted_mean.X2014_si.x_fbi_anom","weighted_mean.X2015_si.x_fbi_anom","weighted_mean.X2016_si.x_fbi_anom","weighted_mean.X2017_si.x_fbi_anom","weighted_mean.X2018_si.x_fbi_anom","weighted_mean.X2019_si.x_fbi_anom","weighted_mean.X2020_si.x_fbi_anom","weighted_mean.X2021_si.x_fbi_anom"
"San Juan National Forest",-0.787476480007172,11.6112365722656,15.2442979812622,6.16800451278687,2.15027737617493,2.78363060951233,1.88379085063934,4.51246976852417,-5.67168664932251,2.34063172340393,11.59153175354,0.759335458278656,6.20008993148804,-0.822352290153503,15.2719583511353,-4.44929933547974,3.52630305290222,7.9717960357666,8.43529510498047,-5.95337247848511,-3.98746871948242,-6.33893156051636,1.04492807388306,-4.87949848175049,3.41068053245544,-7.02494716644287,-3.15087676048279,6.86812448501587,-2.19495701789856,4.17898797988892,5.40946531295776,-10.0885782241821,-1.36873257160187,1.82508873939514,-1.96827411651611,1.72184479236603,-4.46016836166382,-9.33420562744141,7.3773250579834,-4.89087295532227,-1.76088893413544
"Boise National Forest",5.29735612869263,11.8364315032959,8.37940216064453,17.1671752929688,-0.291813880205154,-2.8735466003418,-11.5915756225586,0.703422904014587,1.28008961677551,3.5956654548645,14.1843748092651,-13.7967920303345,5.81014013290405,-4.85998153686523,8.43557643890381,6.62288475036621,-0.886883497238159,7.06063556671143,10.5917158126831,-1.37525808811188,-1.69291353225708,3.95719504356384,0.00885643716901541,-7.13598346710205,2.54072070121765,-5.14360523223877,-11.9319934844971,8.90895748138428,1.41109120845795,13.8652801513672,15.6766452789307,-0.205643460154533,-3.40961122512817,-2.64558815956116,-11.8372001647949,-12.6670141220093,-1.20874619483948,-7.24827671051025,-0.490270256996155,1.88076853752136,-0.439749956130981
"Beaverhead-Deerlodge National Forest",5.0462589263916,10.8661708831787,8.22363090515137,13.5208425521851,-3.19794964790344,-4.38893461227417,-14.2251415252686,-3.76937341690063,2.89585494995117,7.78636455535889,8.85889911651611,-10.9547472000122,4.65314722061157,-3.76721549034119,11.8421907424927,7.72671890258789,-0.499558925628662,7.18514013290405,6.82603454589844,-2.46489214897156,-3.90235614776611,4.84656286239624,-1.95039546489716,-0.153593048453331,5.78585958480835,-8.48135185241699,-10.4605989456177,8.53783321380615,0.915248870849609,11.3909492492676,13.0099935531616,-3.45110607147217,-3.9742693901062,-1.55574917793274,-8.95699405670166,-7.55219888687134,-4.14769744873047,-7.54190349578857,1.99300730228424,0.740199387073517,0.312966287136078
"Medicine Bow-Routt National Forest",-6.87664365768433,7.59389162063599,12.3243589401245,7.73076200485229,-5.15115833282471,-0.170079469680786,-8.83678817749023,-1.05383133888245,-2.20257306098938,5.64283514022827,4.18072462081909,-7.39640998840332,4.60160827636719,-6.3296947479248,14.5164184570312,2.97354316711426,2.7184271812439,2.67473077774048,6.2846155166626,-5.1665735244751,-2.8713653087616,2.83226323127747,-0.862726807594299,-6.50046110153198,2.72925710678101,-6.58830070495605,-6.53703689575195,9.1791820526123,0.721489012241364,6.75816440582275,11.0716695785522,-15.5195598602295,0.586856603622437,2.44966197013855,-3.88873696327209,1.27361536026001,-4.02055788040161,-5.23591661453247,9.81830596923828,-0.0421769469976425,2.50094056129456
"Tahoe National Forest",2.33669137954712,15.2336320877075,15.7612543106079,5.51734209060669,4.10222148895264,-5.97248363494873,-4.13923358917236,-1.41001653671265,-1.57703161239624,-2.00737833976746,10.158896446228,-12.0555362701416,5.86795902252197,-3.74001479148865,10.3023977279663,-2.13254594802856,-6.98290395736694,20.2679195404053,13.6840009689331,-1.1088775396347,-2.40374326705933,-0.343656599521637,4.3860330581665,-8.66071796417236,5.03509521484375,5.256676197052,-9.29351711273193,4.39674711227417,0.537846148014069,14.6806840896606,18.8721313476562,-0.00466089881956577,-7.80098962783813,-13.5293483734131,-23.5418567657471,-10.0178842544556,1.5498126745224,-0.934332668781281,6.51102638244629,-4.67216777801514,0.354025661945343
"Inyo National Forest",3.89320182800293,15.7687978744507,19.3483104705811,3.55967664718628,2.28340411186218,-2.48323011398315,3.55329275131226,6.19531583786011,-0.96685516834259,3.8313353061676,16.6642093658447,-4.68569087982178,6.8043999671936,-0.870133876800537,14.5656805038452,-3.35248064994812,-5.25996160507202,22.4932327270508,9.08915519714355,-3.98559284210205,-4.47514724731445,-1.82869124412537,0.134241163730621,-6.77466440200806,6.54184293746948,1.68520534038544,-9.66342830657959,2.81071949005127,-1.2301173210144,12.8113098144531,11.8782320022583,-4.5270471572876,-8.74177932739258,-12.1952476501465,-15.910626411438,-6.40472555160522,-2.5151059627533,-3.79897785186768,6.35943269729614,-0.970076322555542,-3.36428666114807
"Sequoia National Forest",2.7529284954071,15.830735206604,16.8653507232666,3.27522134780884,8.30974006652832,-3.71108889579773,8.97606182098389,5.06574058532715,4.31233215332031,7.64860439300537,8.51123809814453,-1.12775874137878,7.43249034881592,1.13744723796844,6.18137979507446,-4.33088970184326,-6.15529251098633,18.0532112121582,10.4477033615112,-4.80947732925415,2.8355700969696,-1.98045670986176,-3.07333993911743,-4.82902765274048,2.06388783454895,4.32385396957397,-5.60249137878418,3.41977381706238,0.568316459655762,7.91187429428101,14.8445796966553,-2.19461107254028,-3.5338978767395,-16.1881637573242,-19.5913009643555,-6.61432647705078,-2.1096785068512,-0.0443572886288166,10.1135015487671,-1.3948746919632,-0.12068273127079
"Klamath National Forest",0.313708513975143,12.4542865753174,12.1523847579956,6.37623643875122,-0.490546345710754,-8.84906101226807,-6.90873241424561,-1.88322782516479,-3.45955538749695,-11.7624883651733,12.5899353027344,-17.061372756958,6.04235410690308,-6.37432909011841,4.4221076965332,-2.72603011131287,-4.07834911346436,13.6451759338379,14.3001489639282,0.533514678478241,-0.24246746301651,-1.27266228199005,7.37442016601562,-11.6054353713989,0.38994362950325,4.60680198669434,-7.78676128387451,10.5074729919434,2.64440107345581,17.3437671661377,22.3952312469482,7.05312538146973,-5.66251516342163,-13.3870105743408,-29.5923690795898,-12.1360921859741,5.28674983978271,0.21080818772316,-0.946441650390625,-2.03689908981323,-0.649013519287109
"Six Rivers National Forest",-1.99795317649841,17.6657524108887,8.39881896972656,2.58174180984497,4.37025547027588,-13.5704784393311,0.320719391107559,-4.22048854827881,3.35253262519836,-4.45777606964111,5.69259786605835,-16.7060890197754,7.67938566207886,-4.15692615509033,-2.38738489151001,-6.18657541275024,-3.09651184082031,9.6877555847168,17.3276519775391,-0.191643670201302,3.52630591392517,-1.16925227642059,2.78814554214478,-11.856876373291,-5.68757390975952,11.8536310195923,-5.59322547912598,12.9715614318848,5.60921764373779,11.0207653045654,21.3533420562744,12.5960521697998,-1.38080549240112,-15.7877464294434,-35.6227264404297,-12.9229469299316,6.46373128890991,4.56679058074951,5.81369113922119,-1.52881646156311,5.35440731048584
"Angeles National Forest",-1.01954650878906,10.153998374939,7.57688522338867,0.294787466526031,9.65231323242188,-7.10987901687622,10.4146251678467,2.58099389076233,5.64681625366211,7.10646104812622,-1.3278694152832,1.83323633670807,4.24006652832031,1.01973938941956,-1.68147170543671,-6.22229623794556,-0.659352123737335,11.8685598373413,9.74988460540771,1.14418160915375,14.387261390686,2.27008867263794,-5.86725759506226,0.746702611446381,2.29352235794067,7.07035970687866,-1.48410069942474,5.92951488494873,-1.10290443897247,7.7362961769104,4.86310434341431,-0.311461448669434,1.26181197166443,-16.4907608032227,-18.4281959533691,-9.92787742614746,0.196627572178841,-7.40846538543701,11.9950313568115,-2.69376420974731,-1.65531706809998
"Lassen National Forest",1.12246692180634,12.6830024719238,13.3495111465454,5.29506874084473,2.69492316246033,-3.51805973052979,-3.44823980331421,1.21446561813354,0.058397151529789,-4.96407127380371,10.1185903549194,-10.1141242980957,7.72758865356445,-1.71947717666626,10.2153654098511,0.677013099193573,-5.72121858596802,18.0781688690186,12.9806900024414,-0.0466873571276665,-1.15849828720093,-0.0638636201620102,6.38282585144043,-8.21784496307373,3.18637919425964,3.46219348907471,-8.31577205657959,5.1239013671875,1.10001337528229,15.0367727279663,19.9796085357666,1.16618585586548,-7.6214280128479,-13.4426326751709,-25.4688625335693,-12.0657949447632,0.995577573776245,-2.17866730690002,0.755502760410309,-5.79717254638672,-0.108762137591839
"Plumas National Forest",1.15911364555359,12.9134616851807,14.931658744812,5.64323902130127,3.9412362575531,-4.51380825042725,-3.53081464767456,0.177022233605385,-1.80712413787842,-3.53077292442322,12.0283174514771,-10.2452878952026,6.13991737365723,-2.91357111930847,10.8856983184814,-1.17214155197144,-5.71261692047119,19.3544731140137,12.4366369247437,-1.23523056507111,-1.07130753993988,-0.721728682518005,6.50013732910156,-8.82484149932861,4.5479097366333,3.84831809997559,-8.95627498626709,4.66534996032715,0.870297431945801,14.0917110443115,18.0020160675049,-0.123003408312798,-7.85810422897339,-13.1939001083374,-24.441577911377,-10.3925628662109,1.83880293369293,-1.13221621513367,2.37738299369812,-4.89145565032959,0.00644565746188164
"Carson National Forest",-1.13360834121704,11.8203945159912,17.0523586273193,7.4511833190918,3.5533766746521,-0.705148756504059,4.93462467193604,4.57176303863525,-5.64223289489746,5.60462856292725,10.5013313293457,0.341236919164658,6.91926956176758,1.20089042186737,11.6791515350342,-5.04084825515747,3.73016405105591,6.94361925125122,7.53777408599854,-6.05237722396851,-2.19926476478577,-7.19388341903687,1.0625011920929,-3.44989347457886,3.66640019416809,-6.37173652648926,-0.380267947912216,6.13218641281128,-2.80535221099854,4.98354005813599,2.15739750862122,-9.19976615905762,0.386482566595078,3.14123606681824,-2.09255528450012,2.99079489707947,-5.45484113693237,-8.46510791778564,5.09198188781738,-5.03414869308472,0.132559642195702
"Cibola National Forest",-1.18996953964233,4.71583032608032,17.3750705718994,11.3208112716675,1.09800553321838,-10.3770084381104,9.85747623443604,8.57832431793213,-6.6805477142334,4.43433666229248,5.50693130493164,-1.0226628780365,7.42284679412842,3.1402792930603,1.9578093290329,0.0352791026234627,4.58360385894775,12.7005844116211,1.42864370346069,-4.44871854782104,4.20112895965576,-2.00196480751038,2.19751644134521,-1.22336530685425,5.17847776412964,-4.00615406036377,0.147966384887695,5.88815879821777,-2.56530666351318,9.04643058776855,-5.40167951583862,-6.60735702514648,3.95000672340393,0.424454420804977,-6.2362699508667,-3.96628522872925,-13.4279232025146,-4.65009021759033,2.75972890853882,-0.59077376127243,2.78094720840454
"Coronado National Forest",0.582332074642181,1.33877301216125,6.41011810302734,3.79873991012573,7.1303653717041,-8.08341693878174,8.45021152496338,1.43544459342957,-1.71961331367493,9.13931751251221,0.518831312656403,5.54412460327148,3.63247132301331,2.78470349311829,-4.71858215332031,-8.39326190948486,3.58908939361572,12.5376119613647,-5.87882614135742,-8.31773471832275,12.1554918289185,2.08020448684692,-1.8384997844696,7.82129812240601,0.523644208908081,-5.30168867111206,5.07123184204102,3.62255859375,-7.28175687789917,11.0366888046265,4.33444023132324,-0.116253256797791,9.83288764953613,-11.1304636001587,-11.8762350082397,-7.50410461425781,-2.8944628238678,-5.28814601898193,8.34187698364258,1.65292632579803,0.689235866069794
"Lincoln National Forest",6.56627988815308,1.59058451652527,13.9412307739258,10.8357648849487,5.38044452667236,-7.76671600341797,17.3129329681396,10.9713945388794,-4.72238636016846,6.34408187866211,5.35108995437622,7.33053636550903,5.40489864349365,0.898779571056366,-2.51252245903015,-1.87387371063232,6.72300052642822,10.6554727554321,-8.18297290802002,-7.5630931854248,7.79937410354614,3.77897953987122,-1.08022201061249,2.27730822563171,5.14861679077148,-7.75625658035278,0.974231064319611,4.34149265289307,-6.57178401947021,13.7877197265625,-6.2146692276001,-0.916973352432251,4.73366546630859,-3.54380106925964,1.69851064682007,-5.36781644821167,-14.0202026367188,-4.26436185836792,3.42381286621094,0.158190816640854,2.63972353935242
"Kaibab National Forest",1.1942366361618,10.7561311721802,17.7208366394043,5.79476499557495,1.66808676719666,-8.21602058410645,7.43793725967407,6.8234076499939,-9.88923931121826,1.00647008419037,15.5160760879517,0.722721695899963,3.97023034095764,0.696286261081696,4.37505006790161,-4.81168556213379,1.3731974363327,17.4280185699463,2.484290599823,-2.2689094543457,3.35653042793274,-2.82705497741699,3.60207056999207,-4.37661695480347,5.64170598983765,3.36651730537415,-6.2873592376709,6.09464502334595,-0.483248859643936,12.4932594299316,3.17307829856873,-2.39740371704102,-1.80213725566864,-8.96087455749512,-16.9090194702148,-7.94965934753418,-10.2076940536499,-6.49112367630005,3.70987677574158,2.4311888217926,1.27539503574371
"Gila National Forest",3.68640232086182,7.84457063674927,18.7353706359863,7.31326770782471,3.66045427322388,-7.68503904342651,12.6441831588745,8.80580234527588,-8.32843494415283,6.817298412323,12.6352052688599,7.10923719406128,6.14839839935303,3.81556558609009,4.43296527862549,-3.77308821678162,4.07925271987915,16.8874073028564,-1.75368845462799,-3.46160197257996,5.1047568321228,-3.25545525550842,2.53441882133484,1.29837131500244,4.21655941009521,-4.35214519500732,-0.561782538890839,4.22138071060181,-5.06152057647705,14.0160474777222,-6.29326438903809,-3.40800094604492,0.792094945907593,-8.66863346099854,-8.36183071136475,-6.53234624862671,-12.1836633682251,-8.91028022766113,2.98344802856445,0.427670747041702,-0.0286815650761127
"Prescott National Forest",2.00316643714905,10.1457004547119,13.8764972686768,2.00233936309814,4.51917219161987,-10.306679725647,10.0468425750732,3.78910112380981,-4.93547677993774,6.6962251663208,9.35898685455322,4.18722724914551,4.31909847259521,2.87060332298279,0.886982679367065,-6.21102046966553,2.11325979232788,19.5783615112305,-0.822017788887024,-1.08739137649536,8.19601726531982,-0.668025970458984,1.34656071662903,-0.788641810417175,4.25997495651245,2.49589419364929,-3.75388431549072,6.66525220870972,-2.85695266723633,11.4625205993652,2.62531161308289,0.947409152984619,1.21796321868896,-13.9849119186401,-19.7587375640869,-13.5669736862183,-7.87894868850708,-6.35329818725586,7.17117309570312,2.75009250640869,0.537864983081818
"Apache-Sitgreaves National Forests",3.17220163345337,8.35778331756592,19.5266551971436,7.75215435028076,1.93826186656952,-8.01009941101074,8.74007987976074,6.16670942306519,-7.74277877807617,5.62966871261597,14.6277933120728,5.52637767791748,5.84263849258423,3.81669640541077,5.7163257598877,-3.89778661727905,2.91355991363525,18.5051345825195,1.37799763679504,-3.31572532653809,5.1220965385437,-3.53133320808411,4.00786113739014,-1.50289475917816,4.0347466468811,-2.54697942733765,-3.7887876033783,4.41782188415527,-3.62696647644043,11.8724975585938,-2.05131959915161,-3.68626523017883,0.721904158592224,-7.86381149291992,-13.1713266372681,-7.16486883163452,-10.9721622467041,-9.79460048675537,2.47260785102844,0.13512909412384,-1.2681051492691
"Lake Tahoe Basin Management Unit",2.49645519256592,12.7528495788574,16.1647720336914,7.46876001358032,0.738145589828491,-3.50565695762634,-9.93549060821533,0.785313427448273,-5.01452350616455,-3.93915843963623,16.6892108917236,-14.3228778839111,6.23235559463501,-2.96446847915649,17.7145900726318,-0.917205691337585,-7.5010461807251,21.8884258270264,11.2416400909424,-2.88191056251526,-8.22776508331299,-1.74063563346863,3.3224151134491,-9.81990909576416,9.5986967086792,-0.317922562360764,-10.7884349822998,4.48783922195435,-2.55857563018799,16.5008583068848,16.8683071136475,-4.18580722808838,-9.46154308319092,-10.5325956344604,-18.2388820648193,-7.59749269485474,0.454911470413208,-3.68220615386963,4.88652658462524,-0.248535633087158,-2.96684408187866
"Humboldt-Toiyabe National Forest",1.24489641189575,10.1940298080444,14.3435354232788,7.96504735946655,-0.458090275526047,-4.72822237014771,-7.72686338424683,1.92709445953369,-9.57161426544189,-2.86881184577942,15.9379644393921,-11.9939699172974,1.57048487663269,-3.37711977958679,11.9026098251343,-3.05152630805969,-4.09632396697998,16.0798645019531,9.97449111938477,-4.81657028198242,-3.35951113700867,0.80438643693924,3.24187302589417,-8.55634784698486,6.35371923446655,-1.70530927181244,-8.24805068969727,8.13713550567627,-0.530426561832428,15.0727586746216,14.225793838501,-6.35952997207642,-3.36593961715698,-5.50186252593994,-14.3035068511963,-6.08643198013306,-2.23243403434753,-4.83015155792236,4.46026563644409,-0.790940880775452,0.150503978133202
"Manti-La Sal National Forest",-0.449865400791168,10.4135770797729,17.093620300293,11.6512060165405,-1.30259740352631,-4.05684804916382,-1.14721286296844,5.18205308914185,-9.99213886260986,-5.11034393310547,12.8383760452271,-9.73436069488525,3.9250226020813,-3.05552744865417,8.20623016357422,-2.53484129905701,1.01647019386292,8.864501953125,7.46937608718872,-6.31758689880371,-2.30304551124573,-2.98802995681763,1.33401894569397,-9.20722961425781,3.13514089584351,-3.71051740646362,-7.97477912902832,10.4956703186035,-0.0695755258202553,9.65588855743408,10.4994478225708,-7.86984634399414,2.73043465614319,0.320689916610718,-7.20149946212769,1.00171303749084,-6.68130445480347,-3.89041209220886,5.95612335205078,0.356119126081467,0.789027869701385
"Payette National Forest",5.92032527923584,10.7650012969971,5.38990688323975,17.594217300415,-0.884566485881805,-3.85912275314331,-13.2315216064453,-0.0304697323590517,0.603395879268646,3.05305218696594,13.8331823348999,-14.3589248657227,3.52820181846619,-4.15515995025635,7.53457450866699,7.55677032470703,-0.784939587116241,5.65243101119995,10.5166482925415,-0.914914846420288,-2.30020666122437,4.54739379882812,-0.701765954494476,-4.75870704650879,1.98746883869171,-5.80377817153931,-10.1829919815063,8.92652606964111,0.917275190353394,13.1319036483765,16.5944519042969,0.791073441505432,-4.30888938903809,-1.7359504699707,-11.7195100784302,-12.2811870574951,-0.275166004896164,-7.60871076583862,-1.35259330272675,2.63613152503967,-0.695729494094849
"Caribou-Targhee National Forest",2.00102257728577,11.0026435852051,11.083589553833,13.4296159744263,-2.91933226585388,-0.294886499643326,-12.1547555923462,-2.71176052093506,-1.85811150074005,2.83325290679932,8.9061975479126,-13.5310802459717,4.91225433349609,-6.69337558746338,12.1028423309326,5.39442110061646,-1.2147821187973,9.30638694763184,8.68905925750732,-3.1976306438446,-4.73393440246582,2.63613104820251,-1.31880390644073,-3.94616675376892,5.19739675521851,-7.13743734359741,-11.3033666610718,9.2711124420166,0.236841440200806,12.5110416412354,14.6733455657959,-6.23217630386353,-2.4999668598175,-1.26207363605499,-8.0750207901001,-4.67032337188721,-1.49098479747772,-6.16435384750366,3.73004364967346,0.478557199239731,-0.112058885395527
"Bridger-Teton National Forest",1.06352651119232,12.5340423583984,13.299783706665,10.6828756332397,-4.91270923614502,-3.65720200538635,-10.1686010360718,-6.40376091003418,0.859839141368866,5.06187725067139,5.27207851409912,-8.77103614807129,10.1730222702026,-6.80501365661621,13.4855346679688,3.43056035041809,-1.54624426364899,11.8017148971558,7.29117202758789,-4.11854600906372,-5.49375152587891,0.661566615104675,-4.34187698364258,1.54007136821747,4.75094604492188,-10.1817007064819,-11.2230653762817,7.6310830116272,1.01071310043335,10.0530786514282,13.2901630401611,-4.7963719367981,-3.43396854400635,-1.16337251663208,-5.6225414276123,-4.13119459152222,-2.38820958137512,-7.77843618392944,5.87691402435303,0.120800964534283,-4.04972457885742
"Salmon-Challis National Forest",6.0793309211731,10.6476907730103,7.9266037940979,14.7202987670898,-2.50037097930908,-4.63947248458862,-12.9531488418579,-1.64408314228058,1.38225173950195,6.80242824554443,11.8793087005615,-13.8601589202881,5.95244264602661,-4.26754570007324,11.9336166381836,6.67232513427734,-1.72033643722534,9.9532299041748,7.89098262786865,-1.54997658729553,-5.53248310089111,2.54007983207703,-3.29626822471619,-2.70358276367188,5.20214509963989,-8.27965927124023,-11.2583751678467,7.49228954315186,0.210716992616653,13.7820892333984,13.9190340042114,-0.778088271617889,-4.46443319320679,-1.65777170658112,-8.89060592651367,-7.74386119842529,-1.65182793140411,-7.53422498703003,0.6524817943573,1.6921808719635,-1.93133807182312
"Sawtooth National Forest",3.16799283027649,10.7048387527466,10.0975017547607,13.9715452194214,-2.46258687973022,-1.9900164604187,-12.9313354492188,-0.706031739711761,-1.8540301322937,0.942975997924805,13.575587272644,-15.8175773620605,4.50886917114258,-5.89730787277222,10.4936046600342,5.05139446258545,-1.55346620082855,8.43120670318604,9.94278717041016,-3.06667351722717,-4.3475193977356,2.40830016136169,0.00451127626001835,-7.5337963104248,4.62821483612061,-5.46145963668823,-11.5746240615845,8.27992725372314,1.45854735374451,14.8705081939697,15.476167678833,-4.25382328033447,-2.90310144424438,-1.9989560842514,-10.435170173645,-7.36826944351196,-0.275193095207214,-5.55349159240723,2.31231546401978,1.22215783596039,0.124189950525761
